"","ID","Pub","CRN","informative","biased","credible","false","trustworthy","pol_leaning","familiar_Fox","familiar_Atlantic","familiar_CNN","familiar_SacBee","truthful_Fox","truthful_Atlantic","truthful_CNN","truthful_SacBee","trust_Fox","trust_Atlantic","trust_CNN","trust_SacBee","Pub_familiar","fam_rate","pol_rate","CRN_vs_NoCRN","Mixed_vs_Pol","treatment","pol_knowledge"
"13496",3380,"Atlantic","c2",5,3,4,1,5,"Democrat","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Not at all","Somewhat","A lot","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13497",3380,"SacBee","c3",4,4,4,2,4,"Democrat","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Not at all","Somewhat","A lot","","Yes","Low","Neutral/Local",0.333333333333333,0,1,"high"
"13498",3381,"CNN","c3",4,3,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","Barely","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13499",3381,"FoxNews","c2",4,3,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","Barely","Somewhat","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13500",3381,"Atlantic","c1",4,4,3,3,3,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","Barely","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13501",3381,"SacBee","c1",4,3,4,2,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","Barely","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13502",3382,"CNN","c2",5,5,5,1,5,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"13503",3382,"FoxNews","c1",4,1,4,2,2,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13504",3382,"Atlantic","c1",4,2,1,4,2,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13505",3382,"SacBee","c3",4,4,1,2,4,"Republican","Yes","No","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"13506",3383,"CNN","c1",5,1,5,1,5,"Democrat","Yes","Yes","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Entirely","Somewhat","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"13507",3383,"FoxNews","c3",4,3,5,2,5,"Democrat","Yes","Yes","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Entirely","Somewhat","Yes","High","Conservative",0.333333333333333,0,1,"low"
"13508",3383,"Atlantic","c1",4,2,5,1,5,"Democrat","Yes","Yes","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Entirely","Somewhat","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"13509",3383,"SacBee","c2",5,4,5,3,4,"Democrat","Yes","Yes","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Entirely","Somewhat","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"13510",3384,"CNN","c3",5,1,4,1,4,"Independent","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13511",3384,"FoxNews","c1",4,2,4,2,4,"Independent","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13512",3384,"Atlantic","c1",4,2,4,1,4,"Independent","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13513",3384,"SacBee","c2",4,2,4,2,4,"Independent","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"13514",3385,"CNN","c1",2,4,3,5,4,"Democrat","No","No","No","Yes","No","Don't know","No","Don't know","Not at all","Barely","Entirely","Barely","No","High","Liberal",-0.666666666666667,-0.5,0,"low"
"13515",3385,"FoxNews","c2",3,4,3,5,4,"Democrat","No","No","No","Yes","No","Don't know","No","Don't know","Not at all","Barely","Entirely","Barely","No","High","Conservative",0.333333333333333,0.5,1,"low"
"13516",3385,"Atlantic","c3",2,5,5,3,2,"Democrat","No","No","No","Yes","No","Don't know","No","Don't know","Not at all","Barely","Entirely","Barely","No","Medium","Liberal",0.333333333333333,0,1,"low"
"13517",3385,"SacBee","c1",4,5,3,3,2,"Democrat","No","No","No","Yes","No","Don't know","No","Don't know","Not at all","Barely","Entirely","Barely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"13518",3386,"CNN","c1",5,1,5,1,5,"Republican","Yes","No","Yes","No","Don't know","Yes","Don't know","Yes","Somewhat","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13519",3386,"FoxNews","c2",5,3,4,3,4,"Republican","Yes","No","Yes","No","Don't know","Yes","Don't know","Yes","Somewhat","","Somewhat","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13520",3386,"Atlantic","c3",4,1,3,3,3,"Republican","Yes","No","Yes","No","Don't know","Yes","Don't know","Yes","Somewhat","","Somewhat","","No","Medium","Liberal",0.333333333333333,0,1,"high"
"13521",3386,"SacBee","c1",5,1,3,3,3,"Republican","Yes","No","Yes","No","Don't know","Yes","Don't know","Yes","Somewhat","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13522",3387,"CNN","c2",5,1,5,1,4,"Independent","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","","","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"13523",3387,"FoxNews","c1",3,3,3,3,3,"Independent","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","","","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"13524",3387,"Atlantic","c3",2,2,3,2,3,"Independent","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","","","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"13525",3387,"SacBee","c1",4,3,4,2,3,"Independent","Yes","No","Yes","No","No","Don't know","Don't know","Don't know","Not at all","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"13526",3388,"CNN","c3",5,1,5,1,5,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13527",3388,"FoxNews","c1",5,4,5,1,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13528",3388,"Atlantic","c1",5,1,5,1,5,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13529",3388,"SacBee","c2",4,2,4,4,3,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"13530",3389,"CNN","c1",4,1,3,3,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"13531",3389,"FoxNews","c3",5,1,5,1,5,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","Yes","High","Conservative",0.333333333333333,0,1,"low"
"13532",3389,"Atlantic","c1",1,1,1,5,1,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"low"
"13533",3389,"SacBee","c2",5,1,4,2,5,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"low"
"13534",3390,"CNN","c2",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"13535",3390,"FoxNews","c1",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"13536",3390,"Atlantic","c3",2,2,3,3,3,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Medium","Liberal",0.333333333333333,0,1,"low"
"13537",3390,"SacBee","c1",4,2,4,2,4,"Democrat","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat","Somewhat","Somewhat","Somewhat","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"13538",3391,"CNN","c1",5,1,5,1,5,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Somewhat","A lot","A lot","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13539",3391,"FoxNews","c1",5,4,5,1,4,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Somewhat","A lot","A lot","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13540",3391,"Atlantic","c2",3,2,5,2,5,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Somewhat","A lot","A lot","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13541",3391,"SacBee","c3",5,1,5,1,5,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Don't know","Somewhat","A lot","A lot","","Yes","Low","Neutral/Local",0.333333333333333,0,1,"high"
"13542",3392,"CNN","c1",4,2,4,3,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","Barely","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13543",3392,"FoxNews","c3",4,2,4,3,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","Barely","","Somewhat","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"13544",3392,"Atlantic","c2",4,2,3,3,3,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","Barely","","Somewhat","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13545",3392,"SacBee","c1",4,2,4,3,4,"Democrat","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","Barely","","Somewhat","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13546",3393,"CNN","c2",4,2,4,1,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"13547",3393,"FoxNews","c3",4,4,3,3,2,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"13548",3393,"Atlantic","c1",4,2,3,3,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13549",3393,"SacBee","c1",2,2,3,3,2,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13550",3394,"CNN","c3",4,2,4,3,4,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","Barely","Barely","A lot","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13551",3394,"FoxNews","c1",4,2,4,4,5,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","Barely","Barely","A lot","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13552",3394,"Atlantic","c1",2,3,3,4,3,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","Barely","Barely","A lot","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13553",3394,"SacBee","c2",4,3,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","Barely","Barely","A lot","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"13554",3395,"CNN","c3",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13555",3395,"FoxNews","c2",3,4,3,3,4,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13556",3395,"Atlantic","c1",4,2,5,2,3,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13557",3395,"SacBee","c1",5,2,5,2,4,"Republican","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Don't know","","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13558",3396,"CNN","c2",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","No","","","","","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"13559",3396,"FoxNews","c1",5,5,3,3,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","No","","","","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13560",3396,"Atlantic","c3",5,1,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","No","","","","","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"13561",3396,"SacBee","c1",3,3,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","No","","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13562",3397,"CNN","c2",4,2,5,1,5,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","High","Liberal",0.333333333333333,0.5,1,"high"
"13563",3397,"FoxNews","c1",3,5,1,5,1,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13564",3397,"Atlantic","c3",4,3,4,2,4,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"13565",3397,"SacBee","c1",4,4,3,3,3,"Democrat","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","Barely","A lot","A lot","A lot","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13566",3398,"CNN","c1",5,3,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","A lot","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13567",3398,"FoxNews","c1",5,3,5,1,4,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","A lot","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13568",3398,"Atlantic","c3",4,4,4,1,4,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","A lot","","Somewhat","","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"13569",3398,"SacBee","c2",5,3,5,1,4,"Republican","Yes","Yes","Yes","No","Yes","No","Yes","Don't know","A lot","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"13570",3399,"CNN","c1",1,4,1,5,2,"Democrat","Yes","No","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13571",3399,"FoxNews","c2",5,1,5,1,5,"Democrat","Yes","No","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Somewhat","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13572",3399,"Atlantic","c1",5,1,5,1,5,"Democrat","Yes","No","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Somewhat","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13573",3399,"SacBee","c3",1,1,1,5,1,"Democrat","Yes","No","Yes","No","No","Yes","No","Don't know","Somewhat","A lot","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"13574",3400,"CNN","c1",5,3,4,2,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"13575",3400,"FoxNews","c3",5,1,4,3,3,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","","","Yes","High","Conservative",0.333333333333333,0,1,"low"
"13576",3400,"Atlantic","c2",4,2,4,2,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","","","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"13577",3400,"SacBee","c1",5,2,4,2,4,"Democrat","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","A lot","","","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"13578",3401,"CNN","c3",4,1,5,1,5,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13579",3401,"FoxNews","c1",4,1,5,2,4,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13580",3401,"Atlantic","c2",2,4,1,5,1,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13581",3401,"SacBee","c1",2,4,2,4,2,"Democrat","Yes","Yes","Yes","No","No","Yes","Yes","Don't know","Not at all","Somewhat","Entirely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13582",3402,"CNN","c1",4,1,5,1,4,"Republican","Yes","No","Yes","No","Yes","No","No","No","A lot","Not at all","Not at all","Not at all","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13583",3402,"FoxNews","c2",4,2,4,1,3,"Republican","Yes","No","Yes","No","Yes","No","No","No","A lot","Not at all","Not at all","Not at all","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13584",3402,"Atlantic","c3",4,3,4,3,3,"Republican","Yes","No","Yes","No","Yes","No","No","No","A lot","Not at all","Not at all","Not at all","No","Medium","Liberal",0.333333333333333,0,1,"high"
"13585",3402,"SacBee","c1",4,4,3,3,2,"Republican","Yes","No","Yes","No","Yes","No","No","No","A lot","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13586",3403,"CNN","c1",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","Entirely","Not at all","Not at all","Not at all","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13587",3403,"FoxNews","c2",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","Entirely","Not at all","Not at all","Not at all","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13588",3403,"Atlantic","c3",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","Entirely","Not at all","Not at all","Not at all","Yes","Medium","Liberal",0.333333333333333,0,1,"high"
"13589",3403,"SacBee","c1",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","Entirely","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13590",3404,"CNN","c1",5,4,3,3,2,"Republican","Yes","No","Yes","No","Yes","No","No","Don't know","Entirely","","Barely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13591",3404,"FoxNews","c2",2,5,2,2,4,"Republican","Yes","No","Yes","No","Yes","No","No","Don't know","Entirely","","Barely","","Yes","High","Conservative",0.333333333333333,0.5,1,"high"
"13592",3404,"Atlantic","c1",4,2,3,3,4,"Republican","Yes","No","Yes","No","Yes","No","No","Don't know","Entirely","","Barely","","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13593",3404,"SacBee","c3",5,4,4,2,4,"Republican","Yes","No","Yes","No","Yes","No","No","Don't know","Entirely","","Barely","","No","Low","Neutral/Local",0.333333333333333,0,1,"high"
"13594",3405,"CNN","c2",4,4,4,2,3,"Republican","Yes","No","Yes","No","Yes","No","Yes","No","A lot","","A lot","","Yes","High","Liberal",0.333333333333333,0.5,1,"low"
"13595",3405,"FoxNews","c1",5,2,5,1,5,"Republican","Yes","No","Yes","No","Yes","No","Yes","No","A lot","","A lot","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"low"
"13596",3405,"Atlantic","c3",4,4,3,4,3,"Republican","Yes","No","Yes","No","Yes","No","Yes","No","A lot","","A lot","","No","Medium","Liberal",0.333333333333333,0,1,"low"
"13597",3405,"SacBee","c1",4,3,3,3,2,"Republican","Yes","No","Yes","No","Yes","No","Yes","No","A lot","","A lot","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"low"
"13598",3406,"CNN","c1",4,2,3,2,4,"Independent","No","No","Yes","No","Don't know","Don't know","No","Don't know","","","Somewhat","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"low"
"13599",3406,"FoxNews","c1",4,4,4,3,4,"Independent","No","No","Yes","No","Don't know","Don't know","No","Don't know","","","Somewhat","","No","High","Conservative",-0.666666666666667,-0.5,0,"low"
"13600",3406,"Atlantic","c2",4,3,3,3,3,"Independent","No","No","Yes","No","Don't know","Don't know","No","Don't know","","","Somewhat","","No","Medium","Liberal",0.333333333333333,0.5,1,"low"
"13601",3406,"SacBee","c3",4,3,3,3,3,"Independent","No","No","Yes","No","Don't know","Don't know","No","Don't know","","","Somewhat","","No","Low","Neutral/Local",0.333333333333333,0,1,"low"
"13602",3407,"CNN","c1",4,2,4,1,4,"Independent","Yes","Yes","Yes","Yes","No","No","No","No","Not at all","Not at all","Not at all","Barely","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13603",3407,"FoxNews","c3",4,4,4,1,4,"Independent","Yes","Yes","Yes","Yes","No","No","No","No","Not at all","Not at all","Not at all","Barely","Yes","High","Conservative",0.333333333333333,0,1,"high"
"13604",3407,"Atlantic","c2",5,1,3,4,3,"Independent","Yes","Yes","Yes","Yes","No","No","No","No","Not at all","Not at all","Not at all","Barely","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13605",3407,"SacBee","c1",4,3,4,2,4,"Independent","Yes","Yes","Yes","Yes","No","No","No","No","Not at all","Not at all","Not at all","Barely","Yes","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13606",3408,"CNN","c3",5,1,5,2,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13607",3408,"FoxNews","c1",4,2,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13608",3408,"Atlantic","c2",4,4,4,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13609",3408,"SacBee","c1",5,4,4,1,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13610",3409,"CNN","c3",4,4,3,4,2,"Independent","Yes","No","Yes","No","No","No","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13611",3409,"FoxNews","c1",4,2,4,2,4,"Independent","Yes","No","Yes","No","No","No","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13612",3409,"Atlantic","c2",3,2,4,2,4,"Independent","Yes","No","Yes","No","No","No","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13613",3409,"SacBee","c1",4,3,4,3,4,"Independent","Yes","No","Yes","No","No","No","Yes","Don't know","Somewhat","Somewhat","Somewhat","Somewhat","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13614",3410,"CNN","c3",3,3,3,3,3,"Independent","No","No","No","No","No","No","No","No","Not at all","Not at all","Not at all","Not at all","No","High","Liberal",0.333333333333333,0,1,"high"
"13615",3410,"FoxNews","c2",3,3,3,3,3,"Independent","No","No","No","No","No","No","No","No","Not at all","Not at all","Not at all","Not at all","No","High","Conservative",0.333333333333333,0.5,1,"high"
"13616",3410,"Atlantic","c1",3,3,3,3,3,"Independent","No","No","No","No","No","No","No","No","Not at all","Not at all","Not at all","Not at all","No","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13617",3410,"SacBee","c1",3,3,3,3,3,"Independent","No","No","No","No","No","No","No","No","Not at all","Not at all","Not at all","Not at all","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13618",3411,"CNN","c1",5,3,5,1,5,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Barely","","Yes","High","Liberal",-0.666666666666667,-0.5,0,"high"
"13619",3411,"FoxNews","c3",2,5,2,4,2,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Barely","","Yes","High","Conservative",0.333333333333333,0,1,"high"
"13620",3411,"Atlantic","c2",4,3,4,2,4,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Barely","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
"13621",3411,"SacBee","c1",3,4,3,2,3,"Republican","Yes","No","Yes","No","Yes","Don't know","No","Don't know","A lot","","Barely","","No","Low","Neutral/Local",-0.666666666666667,-0.5,0,"high"
"13622",3412,"CNN","c3",5,1,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13623",3412,"FoxNews","c1",5,4,3,3,3,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13624",3412,"Atlantic","c1",5,3,5,1,5,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","Yes","Medium","Liberal",-0.666666666666667,-0.5,0,"high"
"13625",3412,"SacBee","c2",5,2,5,2,4,"Republican","Yes","Yes","Yes","No","Yes","Don't know","No","Don't know","A lot","","Not at all","","No","Low","Neutral/Local",0.333333333333333,0.5,1,"high"
"13626",3413,"CNN","c3",5,4,4,3,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Liberal",0.333333333333333,0,1,"high"
"13627",3413,"FoxNews","c1",4,3,4,3,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","Yes","High","Conservative",-0.666666666666667,-0.5,0,"high"
"13628",3413,"Atlantic","c2",5,4,4,3,4,"Independent","Yes","No","Yes","No","Yes","Don't know","Yes","Don't know","Somewhat","","Somewhat","","No","Medium","Liberal",0.333333333333333,0.5,1,"high"
